InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
378fcea4-ae97-4d0b-9a57-66671dab60e3,0,Jarett loaned two-hundred dollars from me.,Jarrett loaned me two hundred dollars.,"Jarett loaned two-hundred dollars from me. He told me that he was going to pay me back before the end of the week. The next day, I saw him walking with Tony. He was giving her money.","Jarrett loaned me two hundred dollars. He told me that he was going to pay me back before the end of the week. The next day, I saw him walking with Tony. He was giving her money."
ff53c16f-a4fb-4d3f-b501-464af09a0447,0,Larry had a big crush on his teacher.,Larry had a big crush on his teacher.,Larry had a big crush on his teacher. He knew it was pointless but constantly found himself staring. One day she caught him. He was really embarrassed.,Larry had a big crush on his teacher. He knew it was pointless but constantly found himself staring. One day she caught him. He was really embarrassed.
b65f550a-023f-4cbf-9b08-33a1de213e83,0,Greg had seeds for tomatoes.,Greg had no seeds for tomatoes.,Greg had seeds for tomatoes. He planted them in his garden. He watered them every morning. He was sad that nothing happened.,Greg had no seeds for tomatoes. He planted them in his garden. He watered them every morning. He was sad that nothing happened.
f991008e-3f81-40bc-84ff-36aaa49084ec,2,Someone suggested he get his eyes checked.,Someone suggested that he get his blood checked.,Michael would get headaches anytime he would read a book. He enjoyed reading but the pain made it difficult. Someone suggested he get his eyes checked. He was told he needed glass to read by the optometrist.,Michael would get headaches anytime he would read a book. He enjoyed reading but the pain made it difficult. Someone suggested that he get his blood checked. He was told he needed glass to read by the optometrist.
fb5b91e2-8aef-4a64-baa7-11eda902921b,1,He tried to lift too much weight on the bench.,"""He tried to lie too much weight on the bench.""",John was at the gym. He tried to lift too much weight on the bench. He couldn't get the barbell off his chest. He was too embarrassed to call for help.,"John was at the gym. ""He tried to lie too much weight on the bench."" He couldn't get the barbell off his chest. He was too embarrassed to call for help."
5eca4678-5e41-426a-83d7-f27d6e5c2f3e,0,Mel took a girl on a date.,Mel took a woman on a date.,Mel took a girl on a date. They had a wonderful time. The next day he called her for a second date. He was worried she would refuse.,Mel took a woman on a date. They had a wonderful time. The next day he called her for a second date. He was worried she would refuse.
9b12427b-733b-4a29-8fb3-87821454cc8f,2,He ended up coming down with ringworm on his left hand.,He ended up getting ringworm on his left hand.,"Oscar was a wrestler in high school and practiced every day. During practice, he got sweat from other people on him. He ended up coming down with ringworm on his left hand. He went to the doctor to get medicine.","Oscar was a wrestler in high school and practiced every day. During practice, he got sweat from other people on him. He ended up getting ringworm on his left hand. He went to the doctor to get medicine."
b913a814-94c5-4745-8348-d2dd09a065a0,1,She would always try to get underneath Adam's blanket.,Adam would always try to get underneath his blanket.,Tuie was a very spoiled dog who liked to be completely covered up. She would always try to get underneath Adam's blanket. Adam got tired of his blanket smelling like a dog. He went to the store and bought her a blanket of her very own.,Tuie was a very spoiled dog who liked to be completely covered up. Adam would always try to get underneath his blanket. Adam got tired of his blanket smelling like a dog. He went to the store and bought her a blanket of her very own.
7b736d04-106a-4520-8581-7fe6e46bad8b,1,He then fell asleep due to boredom.,""" He then fell asleep over his lunch break "".",Tom was studying for the big test. He then fell asleep due to boredom. He slept for five hours. He woke up shocked.,"Tom was studying for the big test. "" He then fell asleep over his lunch break "". He slept for five hours. He woke up shocked."
a6343f30-9f7b-431a-bca4-2307badfe3ad,2,One day he was running track at school tournament.,""" One day he was playing a game of basketball at school tournament "".",Rocket was the nickname of Jose. He was nicknamed that because of his speed. One day he was running track at school tournament. He won first place as the fastest kid in school.,"Rocket was the nickname of Jose. He was nicknamed that because of his speed. "" One day he was playing a game of basketball at school tournament "". He won first place as the fastest kid in school."
a0984b24-09d3-441c-bc1e-0d61984edc8e,0,Jamie was excited to try a new haircut.,Jamie was very wary of trying a new haircut.,Jamie was excited to try a new haircut. It turned out worse than expected. He had no way of getting it fixed. He wore a hat for the next week.,Jamie was very wary of trying a new haircut. It turned out worse than expected. He had no way of getting it fixed. He wore a hat for the next week.
35bdcd8d-ca04-4895-bf48-efd0476c52b3,1,He studied history very diligently in college.,He studied politics very diligently in college.,"Francis had always wanted to become a history teacher. He studied history very diligently in college. Finally, he applied for a job teaching history at a middle school. He worked hard to be the best teacher he could be.","Francis had always wanted to become a history teacher. He studied politics very diligently in college. Finally, he applied for a job teaching history at a middle school. He worked hard to be the best teacher he could be."
0e7e14f1-3724-4ce7-894e-9e6c9ef5af33,1,He loved being by the ocean.,He hated being by the ocean.,Bill used to always love going to Cape Cod. He loved being by the ocean. But he also loved all the fresh fish. He would always go to the same restaurant.,Bill used to always love going to Cape Cod. He hated being by the ocean. But he also loved all the fresh fish. He would always go to the same restaurant.
c8ee8c0c-a83d-4353-9682-e62d8a23fa46,0,Gordon needed to mow the lawn.,Gordon needed to mowing the lawn.,Gordon needed to mow the lawn. He got the lawn mower out of the shed. He filled the mower with gasoline and oil. He yanked on the starting cord to start the engine.,Gordon needed to mowing the lawn. He got the lawn mower out of the shed. He filled the mower with gasoline and oil. He yanked on the starting cord to start the engine.
4b6427d9-ebc1-48c7-b9e3-a3a826442726,2,An airplane was scheduled to fly a banner above to ask the question.,An airplane was scheduled to fly a banner about to ask the question.,Hector was going to propose to his girlfriend Sarah. He took her to the park to enjoy a nice romantic picnic. An airplane was scheduled to fly a banner above to ask the question. Hector saw the plane flying over and told Sarah to look up.,Hector was going to propose to his girlfriend Sarah. He took her to the park to enjoy a nice romantic picnic. An airplane was scheduled to fly a banner about to ask the question. Hector saw the plane flying over and told Sarah to look up.
2a0aa27a-281d-45f3-aa9a-397a93ffd5b9,0,Henry's parents took him to his first movie.,Henry's parents took him to his first movie club.,"Henry's parents took him to his first movie. They bought him some snacks before going inside. Inside the theater, they sat in the back row of seats. Henry enjoyed the entire movie.","Henry's parents took him to his first movie club. They bought him some snacks before going inside. Inside the theater, they sat in the back row of seats. Henry enjoyed the entire movie."
7e41d025-a739-4e76-88b7-ea1e24b82117,1,"To her surprise, the stain on his baseball pants had not come out!","""To her surprise, the stain on his baseball pants had come out!""","Henry's mother dug through the laundry pile to find his uniform. To her surprise, the stain on his baseball pants had not come out! She did not have time to rewash the pants. Henry had to go to baseball practice with dirty pants.","Henry's mother dug through the laundry pile to find his uniform. ""To her surprise, the stain on his baseball pants had come out!"" She did not have time to rewash the pants. Henry had to go to baseball practice with dirty pants."
b16585f0-ee04-4f1f-96ee-636e856aca92,1,The whole family was brought together to see her.,The entire family was scattered to see him.,"Last Christmas was so special because my new niece was born. The whole family was brought together to see her. I bought tiny, new baby clothes for her. Her birth brought the family closer than it's ever been.","Last Christmas was so special because my new niece was born. The entire family was scattered to see him. I bought tiny, new baby clothes for her. Her birth brought the family closer than it's ever been."
0a553a27-6827-4a41-bab6-aa403a74ca1e,0,Jill's dad took her to pick out a kitten.,Jill's dad had her pick out a kitten.,Jill's dad took her to pick out a kitten. There were two in the cage. She couldn't leave one behind. Her dad agreed.,Jill's dad had her pick out a kitten. There were two in the cage. She couldn't leave one behind. Her dad agreed.
2b1e1758-ffb5-4283-b86f-cc28602cc8eb,0,Hester has always loved how her hair looks straight.,"""Hester has always hated how her hair looks straight.""",Hester has always loved how her hair looks straight. One day she is invited to attend an art gallery opening. She decides to straighten her hair for the event. Her friends all compliment her on how good it looks.,"""Hester has always hated how her hair looks straight."" One day she is invited to attend an art gallery opening. She decides to straighten her hair for the event. Her friends all compliment her on how good it looks."
5ab174fd-0cd9-4bdf-be1d-0bc5b159ed7a,2,She decided to buy numerous ones for her friends.,She decided to buy a few for her friends.,When Cara was in Sephora the other day she saw great stuffers. The stocking stuffers were so cheap. She decided to buy numerous ones for her friends. Her friends ended up loving them.,When Cara was in Sephora the other day she saw great stuffers. The stocking stuffers were so cheap. She decided to buy a few for her friends. Her friends ended up loving them.
3b5e6e1e-f3f0-461c-bb66-f46ebef6707c,1,She decides to knit him a pair of mittens.,She decides to wear him a pair of mittens.,Louisa is trying to think of the perfect gift for her grandson. She decides to knit him a pair of mittens. Louisa buys a bright red spool of yarn for the mittens. Her grandson is very happy when he sees his new mittens.,Louisa is trying to think of the perfect gift for her grandson. She decides to wear him a pair of mittens. Louisa buys a bright red spool of yarn for the mittens. Her grandson is very happy when he sees his new mittens.
da71c57e-cf7f-4cd7-ad16-03c7e5c27cfc,2,She told her mom.,""" She told her mom.""",Sue had an ice cream cone. Her brother smacked it out her hand. She told her mom. Her mom made him apologize.,"Sue had an ice cream cone. Her brother smacked it out her hand. "" She told her mom."" Her mom made him apologize."
3e95d160-9938-4b5f-ab10-c55e2ee24b0b,0,Myla was asked to be in a play.,Myla was refused to be in a play.,Myla was asked to be in a play. She had a leading role. Myla was struggling to remember her lines. Her mother began helping her practice daily.,Myla was refused to be in a play. She had a leading role. Myla was struggling to remember her lines. Her mother began helping her practice daily.
e19d6481-f590-4cd0-986d-4d8f7604c271,0,Margaret had a favorite teddy bear.,"""Martin had a favorite rabbit.""","Margaret had a favorite teddy bear. One day, her dog tore it apart. Margaret was heartbroken. Her mother got to work sewing the bear back up.","""Martin had a favorite rabbit."" One day, her dog tore it apart. Margaret was heartbroken. Her mother got to work sewing the bear back up."
9975fcd6-562e-4ccb-a3c3-406def83ef5f,0,Kay was surprised to see her mother still had her tree up in May.,Kay was surprised to see her mother still had her tree down in May.,Kay was surprised to see her mother still had her tree up in May. Her mother wanted to leave the tree up longer. When her mother left Kay took down the tree. Her mother was upset she took down the tree.,Kay was surprised to see her mother still had her tree down in May. Her mother wanted to leave the tree up longer. When her mother left Kay took down the tree. Her mother was upset she took down the tree.
c41099df-2b4e-436f-80eb-124efbd55bd2,1,Gina's siblings slept with their grandma.,Gina's siblings slept with their parents.,Gina's grandma had made up beds for everyone. Gina's siblings slept with their grandma. There was no room for Gina in that bed. Her parents slept together in her mother twin bed.,Gina's grandma had made up beds for everyone. Gina's siblings slept with their parents. There was no room for Gina in that bed. Her parents slept together in her mother twin bed.
3131a0ff-8862-4029-9170-5368f2022f69,2,She lied and said that her sister did it.,"""She did lie and said that her sister did it.""","While washing the dishes, Caitlin broke one of her mom's best dishes. Caitlin knew her mom would be mad. She lied and said that her sister did it. Her sister was scolded.","While washing the dishes, Caitlin broke one of her mom's best dishes. Caitlin knew her mom would be mad. ""She did lie and said that her sister did it."" Her sister was scolded."
1ecc08dd-1cb1-4e4d-b147-ea977f89f77e,2,She didn't do a very good job.,"""She did a very good job.""",Katie had waited till the last day to write her book report. She was nervous and had to hurry. She didn't do a very good job. Her teacher gave her a bad grade.,"Katie had waited till the last day to write her book report. She was nervous and had to hurry. ""She did a very good job."" Her teacher gave her a bad grade."
6215cc65-8ce4-4511-a827-e630609372d1,1,He had to quit his job.,"""He had to give up his job.""",Andrew saw this day coming. He had to quit his job. He hasn't made a sale in two weeks. His boss asked him what was he going to do?,"Andrew saw this day coming. ""He had to give up his job."" He hasn't made a sale in two weeks. His boss asked him what was he going to do?"
54752d44-b1b0-42a6-9c6c-1b0946390954,2,He asked his boss for a raise.,"""He asked his boss for a raise in pay.""",Jim worked at a sheet factory. He was the best employee there. He asked his boss for a raise. His boss said no.,"Jim worked at a sheet factory. He was the best employee there. ""He asked his boss for a raise in pay."" His boss said no."
99f00cde-6b1d-4fba-9b41-63866b3081d3,0,John fell asleep at his desk during class.,"""John stayed up as long as he could""","John fell asleep at his desk during class. When he awoke, he was all alone! He ran out into the hall in a panic. His class was waiting for him there.","""John stayed up as long as he could"" When he awoke, he was all alone! He ran out into the hall in a panic. His class was waiting for him there."
1fd9bd38-91b2-42a2-8604-0a96b4704dc5,0,Carl wanted to make dinner to impress the woman he was dating.,Carl didn't want to make dinner to impress the woman he was dating.,"Carl wanted to make dinner to impress the woman he was dating. He studied some recipes and planned the meal. One the big day, his nervousness caused him to switch sugar and salt. His date could barely eat one bite and Carl was crushed.","Carl didn't want to make dinner to impress the woman he was dating. He studied some recipes and planned the meal. One the big day, his nervousness caused him to switch sugar and salt. His date could barely eat one bite and Carl was crushed."
5b76d185-c000-4ab4-a560-c6cba02c089b,1,He got up early and put the turkey in the oven.,""" He woke up late and put a turkey in the oven "".",Sam is having his family over for Thanksgiving. He got up early and put the turkey in the oven. He worked hard all day prepared all the different side dishes. His family arrived just as the turkey came out of the oven.,"Sam is having his family over for Thanksgiving. "" He woke up late and put a turkey in the oven "". He worked hard all day prepared all the different side dishes. His family arrived just as the turkey came out of the oven."
5bb1f9df-ebfe-452c-9c5b-1aa6c2158660,1,He accidentally broke a window.,He broke the window with his hammer.,Barry was throwing the ball at his house. He accidentally broke a window. He cried because of all the damage. His father decided to help him fix the window.,Barry was throwing the ball at his house. He broke the window with his hammer. He cried because of all the damage. His father decided to help him fix the window.
44b96e65-247b-4874-8a3f-08ac8d95f250,0,Jon just broke up with his girlfriend.,"""Jon just caught up with his girlfriend.""",Jon just broke up with his girlfriend. He was feeling quite depressed. He called up his friends for support. His friends came to pick up Jon.,"""Jon just caught up with his girlfriend."" He was feeling quite depressed. He called up his friends for support. His friends came to pick up Jon."
b62af3b1-b60c-4088-86b2-933e0f172fd8,0,Thomas would pick on smaller kids at recess with his friends.,Thomas would pick on bigger kids at recess with his friends.,"Thomas would pick on smaller kids at recess with his friends. He did this to try to be cool and fit in with his friends. One day, Thomas hurt himself badly on the playground. His friends left him, but one of the smaller kids helped patch him up.","Thomas would pick on bigger kids at recess with his friends. He did this to try to be cool and fit in with his friends. One day, Thomas hurt himself badly on the playground. His friends left him, but one of the smaller kids helped patch him up."
ac746a75-96b3-485d-954f-b6c513408795,0,Ray loved spending the day at the beach.,Ray hated spending the day at the beach.,"Ray loved spending the day at the beach. He and his girlfriend spent hours laying in the sand, getting sun. Ray liked to read a book and listen to music on his MP3 player. His girlfriend liked to go in the water for a bit.","Ray hated spending the day at the beach. He and his girlfriend spent hours laying in the sand, getting sun. Ray liked to read a book and listen to music on his MP3 player. His girlfriend liked to go in the water for a bit."
4848ab13-86c8-4c7c-a042-77d425d92f9a,1,So he started a study group with his friends.,He started a study group with his friends and then fell off the ladder.,Cho wanted to do well in school. So he started a study group with his friends. He studied hard every weekend. His grades began to climb up.,Cho wanted to do well in school. He started a study group with his friends and then fell off the ladder. He studied hard every weekend. His grades began to climb up.
722aaf04-bfde-4c89-ba27-b025dbfe4d98,1,He decides to grill food for his guests in case they are hungry.,"""He decides to grill food for his guests in case they are hungry.""",Johnny is excited to have a big party this weekend in his backyard. He decides to grill food for his guests in case they are hungry. Johnny grills chicken thighs that he has brushed with oil. His guests are very happy with the grilled chicken.,"Johnny is excited to have a big party this weekend in his backyard. ""He decides to grill food for his guests in case they are hungry."" Johnny grills chicken thighs that he has brushed with oil. His guests are very happy with the grilled chicken."
732a2807-f990-4132-80c6-e97d37a9ac4e,0,Cody really wanted a smartphone.,"""Cody really wanted a computer.""","Cody really wanted a smartphone. His parents said no, believing him to be too young. Cody protested that all of his friends had their own phones. His parents phoned some of the other parents.","""Cody really wanted a computer."" His parents said no, believing him to be too young. Cody protested that all of his friends had their own phones. His parents phoned some of the other parents."
7f34bcca-cc5a-4a11-93c7-3af6c23c28bd,0,Eric's mother made him practice piano every day.,Eric's mother made him play piano every day.,Eric's mother made him practice piano every day. He also had piano lessons every week. He was really unprepared for his lesson this week. His teacher screamed at him for not practicing.,Eric's mother made him play piano every day. He also had piano lessons every week. He was really unprepared for his lesson this week. His teacher screamed at him for not practicing.
f1d2dc76-165a-4581-bef7-21ccd1f353b6,0,Ashley was packing all her belongings.,Ashley decided to pack all her belongings.,"Ashley was packing all her belongings. She was moving far away to a new city. She was really upset about leaving her friends. However, she got on the train with her suitcases anyways.","Ashley decided to pack all her belongings. She was moving far away to a new city. She was really upset about leaving her friends. However, she got on the train with her suitcases anyways."
0b73c808-b466-4847-95c7-33e24233f6f9,1,The next day her coworker asked her if she ate their cake.,The next day her coworker asked her if she had eaten their cake.,"Megan ate the last piece of cake from the fridge at her work. The next day her coworker asked her if she ate their cake. Megan lied saying that she wasn't the one. However, another coworker saw her eat it.","Megan ate the last piece of cake from the fridge at her work. The next day her coworker asked her if she had eaten their cake. Megan lied saying that she wasn't the one. However, another coworker saw her eat it."
a77333ec-f361-4b61-922e-9386e3b4c865,1,James was going to sing but was very nervous and nauseous.,"James was going to sing but was very confident and astonished "".","James was participating in a talent show at school. James was going to sing but was very nervous and nauseous. He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself!","James was participating in a talent show at school. James was going to sing but was very confident and astonished "". He finally stepped up on stage and prepared to sing. However, as soon as he began to sing, he threw up all over himself!"
a8f9a30b-9752-4a9b-8216-2522e6254247,0,It was the last day to study before my math exam.,It was the first day I read before my math exam.,"It was the last day to study before my math exam. I studied all day, without focusing on anything else. On the day of the exam, I did well. However, at home, I found a letter.","It was the first day I read before my math exam. I studied all day, without focusing on anything else. On the day of the exam, I did well. However, at home, I found a letter."
bb81eb22-8363-40e4-980c-aa0b27c1dd57,0,Dan realizes that he has gained weight over the last few years.,"Dan realizes that he has lost weight over the last few years.""","Dan realizes that he has gained weight over the last few years. He decides to begin exercising and eating better to become less fat. It is a grueling process, and at times Dan wants to give up. However, he remains dedicated until the extra weight is gone.","Dan realizes that he has lost weight over the last few years."" He decides to begin exercising and eating better to become less fat. It is a grueling process, and at times Dan wants to give up. However, he remains dedicated until the extra weight is gone."
3374e101-968f-4805-873a-0feb0bb3b3e3,1,I took her to the boat with me.,"""I took her to eat on the boat.""","I found a cat outside one day. I took her to the boat with me. I was planning on taking her to the shelter. However, I got very attached to her.","I found a cat outside one day. ""I took her to eat on the boat."" I was planning on taking her to the shelter. However, I got very attached to her."
28edec76-3735-4d17-abeb-56d772942ba6,1,He saw roaches in his house.,He saw birds in his house.,"Tim was mad. He saw roaches in his house. He bought some cheap bug spray. However, it did not get rid of them.","Tim was mad. He saw birds in his house. He bought some cheap bug spray. However, it did not get rid of them."
6d6975a0-59ed-410a-907c-7ca340dcf453,2,They started a riot trying to get a good view.,They started a civil war trying to get a good view.,"The city was bustling. People were pushing against each other to see the ball drop. They started a riot trying to get a good view. However, it started to calm down.","The city was bustling. People were pushing against each other to see the ball drop. They started a civil war trying to get a good view. However, it started to calm down."
705a34c8-e2ef-462a-9808-0fc166596c0d,0,Sandy went to the beach with her aunt Theresa.,Sandy went to the beach with her uncle Theresa.,"Sandy went to the beach with her aunt Theresa. She was so excited to play in the water she forgot the sunblock. Sandy had so much fun playing in the sand and water. However, when the day ended she was sore and red.","Sandy went to the beach with her uncle Theresa. She was so excited to play in the water she forgot the sunblock. Sandy had so much fun playing in the sand and water. However, when the day ended she was sore and red."
1c7057b8-770e-4cbb-bf6f-ed2031f30a8b,0,Humberto likes to jump on a trampoline.,"""Huberto hates to jump on a trampoline.""","Humberto likes to jump on a trampoline. He has never fallen off and hurt himself. While jumping yesterday, he did just that. Humberto decided to retire from jumping on his trampoline.","""Huberto hates to jump on a trampoline."" He has never fallen off and hurt himself. While jumping yesterday, he did just that. Humberto decided to retire from jumping on his trampoline."
7466b427-9b61-4fde-be74-f12ea569e64f,1,We have pizza day at school every month.,There is no pizza day at school every month.,Pizza is my favorite food. We have pizza day at school every month. Pizza day is a day where we eat all sorts of pizza. I ate so much pizza on pizza day I felt sick.,Pizza is my favorite food. There is no pizza day at school every month. Pizza day is a day where we eat all sorts of pizza. I ate so much pizza on pizza day I felt sick.
651d860f-1064-4a14-857d-b0df0110c25a,0,Last night I had the best pizza.,I had the worst pizza last night.,Last night I had the best pizza. I went to Bertucci's Italian restaurant and had a pepperoni pizza. The sauce was delectable and the meat was divine. I ate the entire thing.,I had the worst pizza last night. I went to Bertucci's Italian restaurant and had a pepperoni pizza. The sauce was delectable and the meat was divine. I ate the entire thing.
9428d4aa-8d34-43ec-a729-587ab3206513,0,Last night was spent facedown on the bar.,"Last night was spent standing faceup on the bar.""",Last night was spent facedown on the bar. I was having a wonderful time until the tenth shot. That was about the time I realized I drank too much. I dance with a man's wife and I kiss his mom.,"Last night was spent standing faceup on the bar."" I was having a wonderful time until the tenth shot. That was about the time I realized I drank too much. I dance with a man's wife and I kiss his mom."
46c0542b-efc4-4937-9397-9f3428e32f12,0,I purchased a T-Shirt on eBay.,I purchased a T-Shirt on a discount site.,"I purchased a T-Shirt on eBay. Since my screen's brightness was low, I didn't see the shirt's color. The package came during the end up the week. I decided to open the box quickly.","I purchased a T-Shirt on a discount site. Since my screen's brightness was low, I didn't see the shirt's color. The package came during the end up the week. I decided to open the box quickly."
ffde99a9-c6f0-40d0-a118-8444bc9041d5,2,I refused and asked someone to drive instead.,"""I agreed and asked someone to drive instead.""",Last week I had a small heart attack. They called an ambulance to take me to the hospital. I refused and asked someone to drive instead. I didn't want to pay for all that.,"Last week I had a small heart attack. They called an ambulance to take me to the hospital. ""I agreed and asked someone to drive instead."" I didn't want to pay for all that."
90972601-6ae9-4317-9f4e-d1a2e3b04e54,2,My friend told me to dive in the snow.,My friend told me to dive in the water.,It started snowing last week. It snowed for days. My friend told me to dive in the snow. I dove in the snow.,It started snowing last week. It snowed for days. My friend told me to dive in the water. I dove in the snow.
b12a9ff0-5089-43fa-bbcf-c1c077341001,0,There was a book series I loved very much.,"""There was a book series I hated very much.""","There was a book series I loved very much. I looked forward to each new installment. When the last book came out, there was a midnight party at the store. I dressed up and went with my friends.","""There was a book series I hated very much."" I looked forward to each new installment. When the last book came out, there was a midnight party at the store. I dressed up and went with my friends."
b62d8633-1e65-4a95-a357-aaafa2aa9319,1,I wanted to drive it out to the dunes and mess around.,"""I wanted to drive it out to the dunes and sleep.""",I bought a dune buggy for fun. I wanted to drive it out to the dunes and mess around. I strapped it into the back of my truck. I drove two hours to get to the desert.,"I bought a dune buggy for fun. ""I wanted to drive it out to the dunes and sleep."" I strapped it into the back of my truck. I drove two hours to get to the desert."
6ac75f00-5015-4ac2-9b9c-69dc39aa0546,0,I needed gas for my car.,"""I wished gas for my car.""",I needed gas for my car. I did not have enough money for any gallons. I looked under my couch pillows and in my pockets. I finally found enough change.,"""I wished gas for my car."" I did not have enough money for any gallons. I looked under my couch pillows and in my pockets. I finally found enough change."
2ac4afd3-df12-48f9-a57e-67b56de22027,0,I convinced my friend to vote for my favorite candidate.,"""I convince my friend not to vote for my favorite candidate.""",I convinced my friend to vote for my favorite candidate. I managed to make them enthusiastic about the process. On election day they never showed up to vote. I forgot to tell them what day it was.,"""I convince my friend not to vote for my favorite candidate."" I managed to make them enthusiastic about the process. On election day they never showed up to vote. I forgot to tell them what day it was."
1bc3832e-eb08-4373-adcd-a841d8ae2190,2,I did not wear enough sunscreen.,"""I did wear enough sunscreen. """,I was on a cruise. We went to Haiti. I did not wear enough sunscreen. I got a horrible sunburn.,"I was on a cruise. We went to Haiti. ""I did wear enough sunscreen. "" I got a horrible sunburn."
fca3cc4b-f17c-455d-8eba-e5390aa8cf35,0,I decided it was time for me to go to sleep.,""" I decided it was time for me to get up "".",I decided it was time for me to go to sleep. I started up the stairs. My kitty ran in front of me. I got into my bed and under my covers.,""" I decided it was time for me to get up "". I started up the stairs. My kitty ran in front of me. I got into my bed and under my covers."
123c6437-832d-4c7b-aae0-76c571dc358f,0,Every year I have a Christmas party at my house.,"""Every year I have a Thanksgiving party at my house.""",Every year I have a Christmas party at my house. This year was no different. I grabbed my friends together and we had a party. I got it catered and had a DJ as well.,"""Every year I have a Thanksgiving party at my house."" This year was no different. I grabbed my friends together and we had a party. I got it catered and had a DJ as well."
26d42a15-bf94-4a19-b1a6-906c61adaccd,2,We went inside to see the animals.,We went outside to see the animals.,"I went to a renaissance fair with my friends. At the fair, there was a petting zoo! We went inside to see the animals. I got to pet so many wonderful animals.","I went to a renaissance fair with my friends. At the fair, there was a petting zoo! We went outside to see the animals. I got to pet so many wonderful animals."
488f6575-b16b-49b4-a940-1810f46e59a6,1,I sold books that had been discarded by my local library.,"""I borrowed books that had been discarded by my local library.""",I ran an online bookstore for four years. I sold books that had been discarded by my local library. I started buying books to sell. I had an inventory of three-thousand books.,"I ran an online bookstore for four years. ""I borrowed books that had been discarded by my local library."" I started buying books to sell. I had an inventory of three-thousand books."
8afdfe1f-02ac-4a6c-a8c9-f848e0685479,0,I really wanted to make a snowman last week.,I really wanted to make a snowman last week.,"I really wanted to make a snowman last week. There was plenty of time and snow. Unfortunately, I didn't have any gloves good enough. I had lost all the pairs that wouldn't soak through.","I really wanted to make a snowman last week. There was plenty of time and snow. Unfortunately, I didn't have any gloves good enough. I had lost all the pairs that wouldn't soak through."
110c0a1e-ac01-420c-aeb7-7b662b98e318,1,He never wants to clean up.,He always wants to clean up.,My husband is lazy. He never wants to clean up. He likes to leave dirty dishes in the sink. I hate cleaning up his messes.,My husband is lazy. He always wants to clean up. He likes to leave dirty dishes in the sink. I hate cleaning up his messes.
415db9b9-d0a4-48bd-9aeb-637fbf80da87,0,We went to Hawaii this summer.,"""We went to Hawaii last summer.""",We went to Hawaii this summer. I was so excited to go. The island was beautiful. I have never seen such a clear ocean.,"""We went to Hawaii last summer."" I was so excited to go. The island was beautiful. I have never seen such a clear ocean."
67bf6dd9-668f-41e8-b8f6-83c64a13a717,1,She was afraid that she would fall off her new bicycle.,She was happy that she would step off her new bicycle.,My niece got a new bicycle for Christmas. She was afraid that she would fall off her new bicycle. I decided to help my niece learn to ride. I held the bike as she begins cycling.,My niece got a new bicycle for Christmas. She was happy that she would step off her new bicycle. I decided to help my niece learn to ride. I held the bike as she begins cycling.
3b10358d-bf11-42c5-a9ef-956c0ede527d,1,It's small and cute and fits in nicely with my decor.,"""It's big and ugly and fits in poorly with my decor.""",My friend got me a planter as a housewarming gift. It's small and cute and fits in nicely with my decor. But I'm still not sure where to put it. I hope he doesn't get sad.,"My friend got me a planter as a housewarming gift. ""It's big and ugly and fits in poorly with my decor."" But I'm still not sure where to put it. I hope he doesn't get sad."
38c4af8c-a2e3-4951-ae24-49d0f1e88dbc,0,I was playing football with friends.,I was playing hockey with friends.,"I was playing football with friends. We set up in our positions. When the game began, I was tackled. I hurt my knee and screamed.","I was playing hockey with friends. We set up in our positions. When the game began, I was tackled. I hurt my knee and screamed."
19f4c7b5-0661-40fb-a317-9c0cbe6652e6,2,They raised their water guns.,"""They lowered their water guns.""",I was resting on my couch. My two cousins appeared out of nowhere. They raised their water guns. I immediately ran.,"I was resting on my couch. My two cousins appeared out of nowhere. ""They lowered their water guns."" I immediately ran."
aa4c1370-4ec4-420d-a9f4-5af595e324d5,2,They never said the name of it.,"They always said the name.""",I was listening to the radio today. A new song came on that I liked. They never said the name of it. I kept listening but it never came up.,"I was listening to the radio today. A new song came on that I liked. They always said the name."" I kept listening but it never came up."
2fe78aef-f4a6-4ed0-a8d1-c5a0846f2ee8,0,I was more nervous for the first day of college than of Kindergarten.,""" I was more relaxed for the first day of college than of Kindergarten.""",I was more nervous for the first day of college than of Kindergarten. I cried the night before and was shaking that morning. My first class was Spanish and the professor was very enthusiastic. I left with a smile on my face and feeling confident.,""" I was more relaxed for the first day of college than of Kindergarten."" I cried the night before and was shaking that morning. My first class was Spanish and the professor was very enthusiastic. I left with a smile on my face and feeling confident."
ecf63ad1-47ab-4ea1-89ec-0097eaf65e78,0,I just started doing eBay for my sister in law.,"""I just started doing eBay for my sister in law.""",I just started doing eBay for my sister in law. She lost her husband a few months ago. She wanted to sell things on eBay in order to keep busy. I listed twelve items for her and made one hundred and twenty dollars.,"""I just started doing eBay for my sister in law."" She lost her husband a few months ago. She wanted to sell things on eBay in order to keep busy. I listed twelve items for her and made one hundred and twenty dollars."
d04f15fa-9348-4fb7-b045-b736accd7cd0,1,I bought flowers early.,""" I bought flowers early with my own money.",I'm all set for Valentine's Day. I bought flowers early. I made sure to get fresh chocolates today. I made reservations at a nice restaurant months ago.,"I'm all set for Valentine's Day. "" I bought flowers early with my own money. I made sure to get fresh chocolates today. I made reservations at a nice restaurant months ago."
